country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-07,-13.0,-5.0,13.0,-12.0,-5.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-08,-5.0,-6.0,33.0,-14.0,-6.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-09,-6.0,-1.0,47.0,-25.0,-25.0,9.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-10,-7.0,1.0,25.0,-27.0,-27.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-11,-9.0,6.0,33.0,-28.0,-27.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-12,-11.0,10.0,30.0,-33.0,-32.0,12.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-13,-20.0,7.0,-30.0,-40.0,-37.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-14,-28.0,1.0,12.0,-28.0,-13.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-15,-20.0,-4.0,42.0,-31.0,-15.0,6.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-16,-26.0,12.0,43.0,-44.0,-45.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-17,-35.0,2.0,54.0,-47.0,-51.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-18,-38.0,-1.0,89.0,-50.0,-53.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-19,-40.0,-3.0,81.0,-56.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-20,-43.0,-3.0,75.0,-56.0,-55.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-21,-53.0,-15.0,56.0,-50.0,-36.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-22,-50.0,-21.0,20.0,-57.0,-38.0,12.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-23,-46.0,-12.0,-9.0,-63.0,-58.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-24,-50.0,-17.0,-8.0,-64.0,-62.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-25,-53.0,-20.0,5.0,-66.0,-65.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-26,-58.0,-26.0,-23.0,-70.0,-68.0,30.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-27,-59.0,-25.0,-25.0,-71.0,-68.0,31.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-28,-64.0,-31.0,-30.0,-66.0,-48.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-29,-57.0,-30.0,0.0,-66.0,-47.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-30,-56.0,-28.0,-33.0,-72.0,-69.0,28.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-03-31,-53.0,-23.0,-6.0,-70.0,-70.0,30.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-01,-52.0,-20.0,21.0,-68.0,-70.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-02,-55.0,-22.0,-5.0,-72.0,-70.0,30.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-03,-56.0,-21.0,-18.0,-72.0,-69.0,31.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-04,-60.0,-24.0,7.0,-64.0,-48.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-05,-56.0,-29.0,-10.0,-68.0,-48.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-06,-51.0,-21.0,26.0,-70.0,-69.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-07,-52.0,-20.0,35.0,-70.0,-70.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-08,-52.0,-20.0,49.0,-69.0,-70.0,28.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-09,-52.0,-18.0,43.0,-70.0,-70.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-10,-54.0,-17.0,29.0,-70.0,-70.0,30.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-11,-59.0,-19.0,-5.0,-63.0,-48.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-12,-65.0,-34.0,4.0,-66.0,-49.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-13,-53.0,-23.0,12.0,-69.0,-68.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-14,-52.0,-21.0,32.0,-68.0,-68.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-15,-50.0,-18.0,29.0,-67.0,-68.0,28.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-16,-51.0,-19.0,35.0,-68.0,-68.0,28.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-17,-54.0,-21.0,16.0,-68.0,-67.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-18,-60.0,-26.0,-20.0,-62.0,-45.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-19,-53.0,-26.0,20.0,-63.0,-44.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-20,-50.0,-23.0,27.0,-67.0,-67.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-21,-52.0,-24.0,-3.0,-68.0,-67.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-22,-55.0,-25.0,-36.0,-71.0,-67.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-23,-54.0,-23.0,-17.0,-70.0,-67.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-24,-54.0,-22.0,5.0,-67.0,-66.0,29.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-25,-58.0,-23.0,6.0,-60.0,-45.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-26,-52.0,-26.0,8.0,-62.0,-44.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-27,-49.0,-22.0,5.0,-67.0,-65.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-28,-49.0,-21.0,12.0,-67.0,-66.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-29,-49.0,-19.0,20.0,-66.0,-66.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-04-30,-49.0,-18.0,5.0,-67.0,-66.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-01,-49.0,-16.0,26.0,-64.0,-64.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-02,-57.0,-22.0,-34.0,-61.0,-44.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-03,-48.0,-20.0,13.0,-60.0,-40.0,12.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-04,-46.0,-18.0,6.0,-65.0,-63.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-05,-42.0,-10.0,56.0,-63.0,-64.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-06,-48.0,-17.0,18.0,-64.0,-64.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-07,-45.0,-13.0,58.0,-63.0,-63.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-08,-46.0,-9.0,78.0,-61.0,-62.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-09,-50.0,-7.0,76.0,-50.0,-38.0,11.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-10,-41.0,-8.0,61.0,-54.0,-35.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-11,-47.0,-21.0,7.0,-65.0,-62.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-12,-46.0,-16.0,18.0,-64.0,-62.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-13,-45.0,-14.0,47.0,-62.0,-62.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-14,-47.0,-17.0,30.0,-64.0,-62.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-15,-46.0,-15.0,64.0,-61.0,-61.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-16,-55.0,-21.0,-15.0,-57.0,-38.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-17,-45.0,-19.0,42.0,-56.0,-33.0,11.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-18,-43.0,-18.0,38.0,-62.0,-60.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-19,-42.0,-15.0,45.0,-62.0,-61.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-20,-45.0,-16.0,9.0,-62.0,-61.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-21,-46.0,-16.0,-8.0,-64.0,-61.0,26.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-22,-44.0,-11.0,19.0,-61.0,-60.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-23,-51.0,-17.0,49.0,-51.0,-32.0,11.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-24,-41.0,-17.0,71.0,-54.0,-32.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-25,-50.0,-19.0,-1.0,-71.0,-81.0,27.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-26,-41.0,-14.0,56.0,-60.0,-60.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-27,-40.0,-12.0,103.0,-58.0,-59.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-28,-42.0,-13.0,74.0,-61.0,-58.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-29,-44.0,-12.0,83.0,-58.0,-57.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-30,-57.0,-27.0,-43.0,-53.0,-29.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-05-31,-45.0,-20.0,4.0,-53.0,-26.0,11.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-01,-41.0,-16.0,45.0,-58.0,-58.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-02,-41.0,-12.0,36.0,-59.0,-59.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-03,-40.0,-11.0,67.0,-58.0,-58.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-04,-41.0,-11.0,59.0,-60.0,-58.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-05,-42.0,-11.0,47.0,-58.0,-57.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-06,-46.0,-14.0,45.0,-47.0,-24.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-07,-40.0,-16.0,37.0,-52.0,-24.0,9.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-08,-37.0,-15.0,33.0,-58.0,-56.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-09,-39.0,-15.0,3.0,-61.0,-58.0,24.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-10,-35.0,-11.0,93.0,-55.0,-57.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-11,-37.0,-13.0,59.0,-57.0,-57.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-12,-40.0,-13.0,44.0,-54.0,-57.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-13,-43.0,-15.0,33.0,-42.0,-21.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-14,-33.0,-17.0,76.0,-44.0,-20.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-15,-35.0,-16.0,6.0,-56.0,-57.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-16,-31.0,-10.0,77.0,-53.0,-57.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-17,-31.0,-9.0,107.0,-52.0,-56.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-18,-29.0,-7.0,106.0,-54.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-19,-32.0,-8.0,95.0,-51.0,-56.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-20,-39.0,-11.0,46.0,-42.0,-20.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-21,-31.0,-14.0,62.0,-44.0,-18.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-22,-29.0,-13.0,92.0,-53.0,-57.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-23,-28.0,-10.0,113.0,-52.0,-58.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-24,-30.0,-10.0,89.0,-52.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-25,-29.0,-8.0,103.0,-52.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-26,-33.0,-11.0,86.0,-51.0,-56.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-27,-42.0,-18.0,-1.0,-43.0,-22.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-28,-30.0,-16.0,52.0,-43.0,-17.0,6.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-29,-27.0,-13.0,63.0,-54.0,-55.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-06-30,-27.0,-11.0,37.0,-55.0,-56.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-01,-27.0,-8.0,42.0,-52.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-02,-23.0,-2.0,50.0,-52.0,-57.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-03,-29.0,-1.0,73.0,-56.0,-70.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-04,-55.0,-18.0,71.0,-47.0,-33.0,6.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-05,-32.0,-22.0,72.0,-43.0,-22.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-06,-26.0,-11.0,62.0,-52.0,-58.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-07,-27.0,-10.0,53.0,-52.0,-58.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-08,-27.0,-9.0,92.0,-51.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-09,-28.0,-10.0,53.0,-54.0,-56.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-10,-30.0,-9.0,87.0,-52.0,-55.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-11,-37.0,-15.0,60.0,-39.0,-19.0,6.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-12,-27.0,-15.0,52.0,-43.0,-19.0,6.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-13,-25.0,-11.0,81.0,-53.0,-56.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-14,-24.0,-8.0,122.0,-51.0,-57.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-15,-25.0,-7.0,132.0,-51.0,-56.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-16,-26.0,-8.0,73.0,-54.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-17,-31.0,-10.0,46.0,-53.0,-56.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-18,-35.0,-12.0,109.0,-36.0,-18.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-19,-25.0,-13.0,99.0,-41.0,-19.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-20,-25.0,-9.0,91.0,-53.0,-57.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-21,-23.0,-7.0,122.0,-53.0,-57.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-22,-27.0,-11.0,74.0,-53.0,-56.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-23,-27.0,-11.0,60.0,-54.0,-56.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-24,-30.0,-11.0,58.0,-53.0,-55.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-25,-34.0,-12.0,103.0,-37.0,-19.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-26,-24.0,-13.0,99.0,-40.0,-18.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-27,-24.0,-9.0,94.0,-53.0,-57.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-28,-24.0,-8.0,106.0,-52.0,-57.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-29,-25.0,-9.0,112.0,-53.0,-56.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-30,-26.0,-7.0,89.0,-55.0,-56.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-07-31,-28.0,-7.0,84.0,-52.0,-56.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-08-01,-35.0,-12.0,79.0,-38.0,-20.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-08-02,-24.0,-12.0,86.0,-41.0,-19.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-08-03,-24.0,-9.0,64.0,-53.0,-57.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-08-04,-21.0,-5.0,110.0,-52.0,-57.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2020-08-05,-25.0,-8.0,109.0,-52.0,-56.0,17.0
