country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-16,-41.0,-23.0,7.0,-51.0,-19.0,9.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-17,-35.0,-25.0,1.0,-55.0,-17.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-18,-32.0,-19.0,33.0,-64.0,-63.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-19,-39.0,-21.0,-1.0,-63.0,-55.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-20,-40.0,-24.0,-2.0,-65.0,-56.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-21,-42.0,-23.0,-19.0,-65.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-22,-39.0,-19.0,6.0,-64.0,-53.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-23,-39.0,-21.0,31.0,-52.0,-19.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-24,-40.0,-27.0,-43.0,-57.0,-18.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-25,-40.0,-25.0,-12.0,-64.0,-55.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-26,-39.0,-23.0,-10.0,-65.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-27,-40.0,-23.0,-1.0,-66.0,-55.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-28,-40.0,-23.0,-15.0,-65.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-29,-39.0,-21.0,-3.0,-63.0,-53.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-30,-40.0,-21.0,-14.0,-53.0,-19.0,10.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-01-31,-35.0,-23.0,-32.0,-54.0,-17.0,9.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-01,-39.0,-24.0,-39.0,-65.0,-55.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-02,-38.0,-22.0,-23.0,-65.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-03,-35.0,-20.0,15.0,-64.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-04,-39.0,-22.0,-30.0,-64.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-05,-36.0,-19.0,-12.0,-62.0,-53.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-06,-37.0,-19.0,-9.0,-52.0,-17.0,9.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-07,-35.0,-21.0,0.0,-55.0,-15.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-08,-38.0,-23.0,-11.0,-63.0,-55.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-09,-34.0,-18.0,9.0,-63.0,-55.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-10,-33.0,-13.0,2.0,-62.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-11,-37.0,-12.0,-31.0,-62.0,-55.0,22.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-12,-40.0,-14.0,-32.0,-60.0,-57.0,23.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-13,-75.0,-49.0,-27.0,-64.0,-59.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-14,-60.0,-39.0,-43.0,-58.0,-47.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-15,-40.0,-23.0,-54.0,-64.0,-70.0,25.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-16,-33.0,-16.0,-15.0,-60.0,-57.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-17,-33.0,-17.0,1.0,-60.0,-55.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-18,-36.0,-21.0,-29.0,-61.0,-55.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-19,-35.0,-18.0,-18.0,-59.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-20,-33.0,-18.0,18.0,-44.0,-17.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-21,-28.0,-22.0,-16.0,-46.0,-15.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-22,-37.0,-23.0,-26.0,-62.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-23,-34.0,-21.0,-5.0,-61.0,-55.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-24,-32.0,-18.0,16.0,-60.0,-54.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-25,-35.0,-20.0,-20.0,-60.0,-54.0,21.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-26,-33.0,-17.0,-2.0,-58.0,-52.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-27,-31.0,-18.0,32.0,-43.0,-17.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-02-28,-25.0,-20.0,2.0,-43.0,-13.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-01,-32.0,-19.0,9.0,-58.0,-53.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-02,-31.0,-16.0,4.0,-60.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-03,-28.0,-14.0,52.0,-58.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-04,-34.0,-18.0,-18.0,-58.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-05,-33.0,-16.0,-21.0,-58.0,-53.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-06,-30.0,-16.0,24.0,-43.0,-18.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-07,-25.0,-19.0,-15.0,-45.0,-15.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-08,-32.0,-17.0,2.0,-59.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-09,-30.0,-17.0,13.0,-59.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-10,-28.0,-16.0,38.0,-58.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-11,-30.0,-17.0,31.0,-57.0,-54.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-12,-28.0,-15.0,38.0,-55.0,-53.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-13,-27.0,-15.0,65.0,-37.0,-18.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-14,-27.0,-22.0,-36.0,-44.0,-16.0,8.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-15,-30.0,-17.0,2.0,-58.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-16,-26.0,-13.0,44.0,-56.0,-54.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-17,-23.0,-11.0,50.0,-56.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-18,-30.0,-17.0,-17.0,-56.0,-54.0,20.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-19,-28.0,-14.0,4.0,-54.0,-52.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-20,-28.0,-16.0,4.0,-38.0,-17.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-21,-22.0,-20.0,-26.0,-39.0,-14.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-22,-28.0,-16.0,3.0,-55.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-23,-25.0,-14.0,42.0,-55.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-24,-28.0,-16.0,-9.0,-56.0,-54.0,19.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-25,-26.0,-13.0,23.0,-54.0,-54.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-26,-26.0,-13.0,22.0,-52.0,-52.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-27,-26.0,-15.0,57.0,-34.0,-16.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-28,-25.0,-22.0,-34.0,-41.0,-15.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-29,-26.0,-15.0,21.0,-54.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-30,-23.0,-12.0,56.0,-53.0,-53.0,18.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-03-31,-21.0,-10.0,67.0,-52.0,-53.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-01,-24.0,-9.0,29.0,-51.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-02,-23.0,-7.0,35.0,-51.0,-52.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-03,-25.0,-6.0,49.0,-33.0,-16.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-04,-34.0,-15.0,3.0,-39.0,-18.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-05,-21.0,-13.0,44.0,-51.0,-55.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-06,-20.0,-11.0,69.0,-51.0,-55.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-07,-25.0,-14.0,-3.0,-54.0,-55.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-08,-23.0,-12.0,41.0,-51.0,-54.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-09,-26.0,-13.0,7.0,-51.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-10,-26.0,-15.0,37.0,-31.0,-17.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-11,-15.0,-15.0,55.0,-31.0,-13.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-12,-25.0,-14.0,32.0,-52.0,-54.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-13,-23.0,-12.0,58.0,-53.0,-54.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-14,-23.0,-11.0,67.0,-53.0,-54.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-15,-24.0,-10.0,62.0,-50.0,-54.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-16,-24.0,-10.0,70.0,-48.0,-53.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-17,-26.0,-11.0,98.0,-29.0,-18.0,2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-18,-14.0,-11.0,77.0,-29.0,-12.0,2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-19,-24.0,-12.0,38.0,-51.0,-53.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-20,-20.0,-8.0,69.0,-51.0,-53.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-21,-22.0,-10.0,71.0,-51.0,-54.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-22,-25.0,-11.0,36.0,-51.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-23,-25.0,-11.0,34.0,-49.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-24,-29.0,-17.0,-19.0,-36.0,-20.0,7.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-25,-16.0,-15.0,22.0,-33.0,-12.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-26,-25.0,-13.0,31.0,-51.0,-52.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-27,-23.0,-11.0,44.0,-52.0,-52.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-28,-23.0,-11.0,47.0,-52.0,-53.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-29,-23.0,-8.0,56.0,-49.0,-52.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-04-30,-23.0,-9.0,27.0,-48.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-01,-26.0,-11.0,34.0,-28.0,-17.0,5.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-02,-14.0,-12.0,55.0,-30.0,-12.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-03,-26.0,-13.0,-12.0,-51.0,-52.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-04,-20.0,-6.0,56.0,-50.0,-52.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-05,-20.0,-6.0,58.0,-50.0,-53.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-06,-25.0,-9.0,18.0,-50.0,-52.0,17.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-07,-25.0,-8.0,12.0,-48.0,-50.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-08,-23.0,-3.0,46.0,-30.0,-17.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-09,-10.0,-3.0,49.0,-29.0,-11.0,2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-10,-23.0,-12.0,40.0,-49.0,-51.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-11,-20.0,-8.0,72.0,-48.0,-52.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-12,-21.0,-8.0,59.0,-48.0,-54.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-13,-20.0,-7.0,64.0,-46.0,-52.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-14,-21.0,-6.0,69.0,-43.0,-51.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-15,-22.0,-10.0,94.0,-21.0,-20.0,2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-16,-10.0,-11.0,80.0,-21.0,-10.0,2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-17,-24.0,-13.0,1.0,-47.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-18,-20.0,-8.0,31.0,-47.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-19,-20.0,-9.0,48.0,-48.0,-53.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-20,-22.0,-8.0,38.0,-47.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-21,-22.0,-8.0,52.0,-44.0,-50.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-22,-25.0,-13.0,67.0,-24.0,-17.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-23,-15.0,-16.0,17.0,-25.0,-11.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-24,-24.0,-13.0,-2.0,-48.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-25,-20.0,-9.0,43.0,-46.0,-50.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-26,-19.0,-8.0,56.0,-44.0,-52.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-27,-21.0,-9.0,-4.0,-44.0,-51.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-28,-18.0,-4.0,49.0,-40.0,-51.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-29,-24.0,-11.0,84.0,-19.0,-19.0,1.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-30,-10.0,-13.0,61.0,-24.0,-12.0,0.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-05-31,-17.0,-5.0,115.0,-48.0,-79.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-01,-16.0,-2.0,79.0,-39.0,-51.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-02,-16.0,-3.0,88.0,-43.0,-52.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-03,-19.0,-2.0,59.0,-43.0,-50.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-04,-20.0,-5.0,54.0,-42.0,-48.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-05,-22.0,-9.0,45.0,-23.0,-15.0,3.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-06,-14.0,-13.0,-5.0,-23.0,-9.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-07,-19.0,-8.0,31.0,-44.0,-50.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-08,-16.0,-4.0,56.0,-43.0,-49.0,16.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-09,-15.0,-2.0,77.0,-43.0,-51.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-10,-16.0,-1.0,52.0,-41.0,-50.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-11,-20.0,-5.0,2.0,-40.0,-49.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-12,-20.0,-5.0,92.0,-16.0,-16.0,1.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-13,-15.0,-13.0,-16.0,-21.0,-10.0,4.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-14,-18.0,-6.0,13.0,-40.0,-50.0,14.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-15,-13.0,-2.0,58.0,-40.0,-49.0,15.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-16,-12.0,-1.0,89.0,-40.0,-51.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-17,-13.0,1.0,80.0,-37.0,-51.0,13.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-18,-14.0,1.0,85.0,-36.0,-51.0,11.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-19,-20.0,-3.0,96.0,-11.0,-17.0,0.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-20,-6.0,-4.0,82.0,-13.0,-10.0,-2.0
US,United States,Washington,King County,,,53033.0,ChIJN3gtg4xckFQRPuBki2urgOI,2021-06-21,-14.0,-5.0,68.0,-38.0,-53.0,13.0
